Código,Descripción,Categoría,Marca,Cantidad (unidades),Unidades/Bulto,Cantidad (bultos),Costo Unitario (USD),Precio Unitario (USD),Valor Total Costo (USD),Valor Total Venta (USD)
002106,LAVAPLATOS EN CREMA PREMIO 450 GR,LIMPIEZA,nan,4536.00,24,189.00,1.1435,1.7221,5186.75,7811.32
001116,GALLETAS DE SODA PUIG 240 GR,GALLETAS,nan,4800.00,24,200.00,1.0746,1.4110,5158.26,6772.63
004783,CARAOTAS ROJAS EL MAIZALITO 400 GR,SIN CATEGORIA,None,3330.00,30,111.00,1.5445,2.3000,5143.29,7659.00
004277,PROTECTORES DIARIOS DIVA 30 UND,CUIDADO PERSONAL,nan,4944.00,48,103.00,1.0362,1.4115,5123.09,6978.49
002146,CREMA DENTAL TRIPLE ACCION ALIDENT 100 GR,CUIDADO PERSONAL,nan,7104.00,12,592.00,0.7200,1.2034,5114.56,8548.97
002074,SALSA DE TOMATE ARIAS 397 GR,VIVERES,nan,4164.00,12,347.00,1.2166,1.8500,5065.88,7703.40
002236,SALSA INGLESA GRANJA 150 ML,VIVERES,None,7460.00,20,373.00,0.6788,0.4800,5063.50,3580.80
003057,JABON MICELAR PASION DE PAPAYA DALAN 125 GR,CUIDADO PERSONAL,nan,5760.00,72,80.00,0.8772,1.0507,5052.90,6052.07
000910,CUBITO ARROZ CON POLLO MAGGI 92 GR,VIVERES,nan,4224.00,48,88.00,1.1918,1.7400,5034.27,7349.76
000601,RON MONTE CARMELO 1 LT,BODEGON,nan,3360.00,12,280.00,1.4897,1.9400,5005.41,6518.40
001261,PASTA PLUMA RONCO 500 GR,CESTA BASICA,nan,4888.00,24,203.67,1.0040,1.1600,4907.33,5670.08
004536,JABON EN BARRA TRADICIONAL MARINE FRESHNESS DALAN 280 GR,CUIDADO PERSONAL,nan,4080.00,24,170.00,1.2010,1.7213,4900.17,7022.73
004281,LAVAPLATOS EN CREMA LIMON VALE 500 GR,LIMPIEZA,VALEO,3072.00,24,128.00,1.5947,2.5886,4898.78,7952.11
001397,GALLETAS TIP TOP VAINILLA CALEDONIA 96 GR,GALLETAS,nan,6048.00,48,126.00,0.7954,0.8400,4810.55,5080.32
001148,GALLETAS DE SODA EL SOL PUIG 240 GR,GALLETAS,nan,4464.00,24,186.00,1.0669,1.4113,4762.75,6299.85
002250,POLVOROSAS GRANJA 84 GR,GALLETAS,nan,6050.00,50,121.00,0.7839,0.5800,4742.64,3509.00
004800,GALLETAS MARIA CALEDONIA 150 GR,GALLETAS,nan,6504.00,24,271.00,0.7111,0.6700,4625.07,4357.68
003059,JABON MICELAR PEPINO FRESCO DALAN 75 GR,CUIDADO PERSONAL,nan,6768.00,72,94.00,0.6813,0.5696,4611.02,3854.78
001398,GALLETAS TIP TOP COCO CALEDONIA 96 GR,GALLETAS,nan,5904.00,48,123.00,0.7771,0.8400,4588.16,4959.36
000765,GALLETAS HONEY BELVITA NABISCO 252 GR,GALLETAS,nan,2980.00,20,149.00,1.5331,2.6015,4568.74,7752.45
003621,SALSA DE AJO GRANJA 300 ML,VIVERES,nan,5676.00,12,473.00,0.8015,0.7400,4549.41,4200.24
000781,SALSA DE TOMATE IBERIA 397 ML,VIVERES,nan,3624.00,24,151.00,1.2551,1.7688,4548.58,6410.22
003049,TOALLITAS HUMEDAS OKI BASIC 70 UND,INFANTIL,nan,4800.00,24,200.00,0.9427,1.2089,4525.18,5802.59
005094,VINAGRE GRANJA 850 ML,VIVERES,nan,5592.00,12,466.00,0.7909,0.7000,4422.88,3914.40
001476,LECHE LIQUIDA DESCREMADA PURISIMA 1 LT,CESTA BASICA,nan,2484.00,12,207.00,1.7409,2.8900,4324.37,7178.76
000295,WHISKY DELUXE 12 AÑOS BUCHANANS 750 ML,BODEGON,nan,276.00,12,23.00,15.5835,31.0414,4301.06,8567.42
004150,SALCHICHA DE POLLO SERVI POLLO 600 GR,CHARCUTERIA,nan,3633.00,1,3633.00,1.1802,1.7933,4287.55,6514.95
001376,PASTA DEDALITO EXTRA ESPECIAL CAPRI 1 KG,CESTA BASICA,nan,2748.00,12,229.00,1.5600,1.6700,4286.88,4589.16
001366,PASTA CODITO PREMIUM CAPRI 1 KG,CESTA BASICA,nan,3323.00,12,276.92,1.2673,1.8300,4211.38,6081.09
003055,JABON MICELAR GRANADA DULCE DALAN 75 GR,CUIDADO PERSONAL,nan,6408.00,72,89.00,0.6560,0.5696,4203.59,3650.02
003222,PAN DE COCO GRANJA 8 UND,PANADERIA,nan,4163.00,1,4163.00,1.0000,1.5000,4163.00,6244.50
000277,WHISKY 12 AÑOS OLD PARR 750 ML,BODEGON,nan,312.00,12,26.00,13.2513,27.5807,4134.41,8605.19
001392,GALLETAS CHARMY VAINILLA CALEDONIA 192 GR,GALLETAS,nan,4080.00,24,170.00,1.0125,1.3600,4130.97,5548.80
003830,PASTA CODO PREMIUM LA ESPECIAL 1 KG,CESTA BASICA,nan,2688.00,12,224.00,1.5353,1.7500,4126.97,4704.00
001363,PASTA DEDAL PREMIUM CAPRI 1 KG,CESTA BASICA,nan,2910.00,12,242.50,1.3980,1.8300,4068.18,5325.30
000930,CHOCOLATE RIKITI SAVOY 30 GR,CONFITERIA,nan,4608.00,12,384.00,0.8736,1.0000,4025.63,4608.00
001496,SALSA COMBO IBERIA 150 ML,VIVERES,nan,1520.00,8,190.00,2.6425,3.9592,4016.67,6017.97
003228,PAN DE SANDWICH GRANJA 500 GR,PANADERIA,nan,4000.00,1,4000.00,1.0000,1.3000,4000.00,5200.00
002421,GALLETAS SALTIN 3 TACOS NOEL 300 GR,SIN CATEGORIA,None,3432.00,24,143.00,1.1576,1.6000,3972.88,5491.20
002132,CHAMPU PRE-TRATAMIENTO CAPILAR GRANJA 400 ML,CUIDADO PERSONAL,nan,3252.00,12,271.00,1.2217,1.5900,3972.86,5170.68
002010,CLORO JABONOSO TK 1 LT,LIMPIEZA,nan,4020.00,12,335.00,0.9761,1.2100,3923.95,4864.20
003979,PASTA PLUMITA PREMIUM LA ESPECIAL 1 KG,CESTA BASICA,nan,2760.00,12,230.00,1.4194,1.7500,3917.67,4830.00
004924,AFEITADORA ROSADA 2 HOJILLAS DORCO,CUIDADO PERSONAL,nan,7500.00,100,75.00,0.5211,0.2662,3908.37,1996.14
001591,CERVEZA EN LATA LIGHT POLAR 355 ML,BODEGON,nan,4080.00,24,170.00,0.9422,0.9906,3844.09,4041.61
000504,MAIZ DULCE ENTERO KALDINI 400 GR,SIN CATEGORIA,None,3144.00,24,131.00,1.2161,1.6710,3823.28,5253.50
002450,TOALLAS SANITARIAS ULTRAFINAS DISCRETA KOTEX 10 UND,CUIDADO PERSONAL,nan,3696.00,48,77.00,1.0310,1.3900,3810.60,5137.44
003619,SALSA DE SOYA GRANJA 300 ML,VIVERES,None,4896.00,12,408.00,0.7760,0.7100,3799.44,3476.16
003376,PASTA LINGUINI RONCO 1 KG,CESTA BASICA,nan,2160.00,12,180.00,1.7407,2.3700,3759.96,5119.20
001042,CEREAL AZUCARADAS MAIZORITOS 240 GR,VIVERES,nan,2388.00,12,199.00,1.5737,2.5791,3758.04,6158.81
000870,CUBITO DE POLLO MAGGI 8 UND 92 GR,VIVERES,nan,3744.00,48,78.00,1.0000,1.7400,3744.00,6514.56
001391,GALLETAS CHARMY MOKA CALEDONIA 192 GR,GALLETAS,nan,3168.00,24,132.00,1.1779,1.7200,3731.48,5448.96
002066,PREPARADO DE MAYONESA ARIAS 465 GR,VIVERES,nan,2616.00,12,218.00,1.4249,2.1300,3727.60,5572.08
002059,SALSA A BASE DE TOMATE ARIAS 380 GR,VIVERES,nan,3012.00,12,251.00,1.2234,1.6700,3685.03,5030.04
002015,DETERGENTE LIQUIDO TK 1 LT,LIMPIEZA,nan,3120.00,12,260.00,1.1767,1.7315,3671.30,5402.27
003511,PASTA VERMICELLI SINDONI 500 GR,CESTA BASICA,nan,3996.00,12,333.00,0.9076,0.9300,3626.77,3716.28
000682,JABON AVENA Y AZUCAR PALMOLIVE 110 GR,CUIDADO PERSONAL,nan,4314.00,72,59.92,0.8292,1.3330,3577.29,5750.73
002229,RON SECO RONALDO 1 LT,BODEGON,nan,2304.00,12,192.00,1.5513,1.9400,3574.08,4469.76
004609,LAVAPLATOS EN CREMA PREMIO 180 GR,LIMPIEZA,nan,4080.00,48,85.00,0.8660,1.0601,3533.11,4325.20
000777,CERVEZA LIGHT RETORNABLE POLAR 222 ML,BODEGON,nan,491.00,1,491.00,7.1714,19.1900,3521.17,9422.29
001259,PASTA RIGATONI RONCO 500 GR,CESTA BASICA,nan,3552.00,24,148.00,0.9876,1.1192,3508.04,3975.45
000385,CIGARROS COSTERO 20 UND,MISCELANEOS,None,3820.00,10,382.00,0.9108,1.1000,3479.28,4202.00
003846,DETERGENTE EN POLVO CARICIAS DE BEBE VALE 400 GR,LIMPIEZA,VALEO,3800.00,40,95.00,0.9123,1.1017,3466.71,4186.30
002136,ACONDICIONADOR TRATAMIENTO CAPILAR GRANJA 400 ML,CUIDADO PERSONAL,nan,2832.00,12,236.00,1.2229,1.5900,3463.39,4502.88
005052,LAVAPLATOS EN CREMA TK 500 GR,LIMPIEZA,nan,2760.00,24,115.00,1.2461,1.7310,3439.16,4777.52
001894,REFRESCO COLA NEGRA GLUP 1 LT,BEBIDAS,nan,4596.00,12,383.00,0.7431,0.6100,3415.39,2803.56
003620,SALSA INGLESA GRANJA 300 ML,VIVERES,nan,3984.00,12,332.00,0.8534,0.8102,3400.03,3227.65
001394,GALLETAS CHARMY CHOCOLATE CALEDONIA 192 GR,GALLETAS,nan,3336.00,24,139.00,1.0131,1.3600,3379.59,4536.96
005051,MAIZ PARA COTUFAS GRAVENCA 400 GR,CESTA BASICA,nan,3380.00,20,169.00,0.9998,1.2300,3379.22,4157.40
001653,CEREAL MEGA FLAKES TU CEREAL 280 GR,VIVERES,nan,2916.00,18,162.00,1.1567,1.6800,3372.93,4898.88
003462,PASTA DEDALITO TUBITO # 2 HORIZONTE 1 KG,SIN CATEGORIA,None,3335.00,12,277.92,1.0000,1.7500,3335.00,5836.25
001367,PASTA TORNILLO PREMIUM CAPRI 1 KG,CESTA BASICA,nan,2291.00,12,190.92,1.4545,1.8300,3332.25,4192.53
004734,MAIZ PARA COTUFAS MARY 400 GR,CESTA BASICA,nan,2736.00,30,91.20,1.2155,1.6900,3325.50,4623.84
004300,CHAMPU ANTI CASPA GRANJA 400 ML,CUIDADO PERSONAL,nan,1968.00,12,164.00,1.6632,2.1000,3273.26,4132.80
003814,GALLETAS DE CHOCOLATE OREO 192 GR,GALLETAS,nan,2464.00,28,88.00,1.3137,2.1805,3237.02,5372.78
000893,SOPA DE POLLO CON ARROZ MAGGI 62 GR,VIVERES,nan,3552.00,72,49.33,0.8985,0.9600,3191.42,3409.92
003930,GALLETAS DE CHOCOLATE OREO 96 GR,GALLETAS,nan,3416.00,56,61.00,0.9303,1.1389,3177.86,3890.64
000658,CREMA DENTAL TRIPLE ACCION COLGATE 75 ML,CUIDADO PERSONAL,nan,3168.00,72,44.00,1.0000,1.8966,3168.00,6008.43
000764,GALLETAS KRAKER BRAN BELVITA NABISCO 234 GR,GALLETAS,nan,2100.00,20,105.00,1.4992,2.6016,3148.42,5463.39
000948,GALLETAS SAMBA FRESA SAVOY 32 GR,GALLETAS,nan,4480.00,320,14.00,0.7024,0.6899,3146.94,3090.73
003873,PASTA RIGATONI PREMIUM LA ESPECIAL 1 KG,CESTA BASICA,nan,2196.00,12,183.00,1.4163,1.7500,3110.29,3843.00
003058,JABON BEBE OKI 90 GR,INFANTIL,nan,3264.00,48,68.00,0.9515,1.2086,3105.82,3944.77
003461,PASTA TUBITO LISO #3 ALLEGRI 1 KG,CESTA BASICA,nan,2424.00,12,202.00,1.2768,1.9000,3094.90,4605.60
004279,TOALLAS SANITARIAS NATURALS DELGADA NOCHE DIVA 7 UND,CUIDADO PERSONAL,nan,3348.00,36,93.00,0.9218,1.1391,3086.10,3813.62
004299,CARAOTAS NEGRAS GRAVENCA 400 GR,CESTA BASICA,nan,3000.00,20,150.00,1.0122,1.2600,3036.72,3780.00
003865,GALLETAS DE CHOCOLATE TIPO AMERICANO OREO 96 GR,GALLETAS,nan,3248.00,56,58.00,0.9244,1.1390,3002.51,3699.55
003106,JABON FRESA HARMONY 75 GR,CUIDADO PERSONAL,nan,5760.00,72,80.00,0.5196,0.4501,2992.61,2592.40
004779,ARVEJA VERDE PARTIDA EL MAIZALITO 400 GR,CESTA BASICA,nan,2730.00,30,91.00,1.0945,1.4000,2987.90,3822.00
004112,JUGO DE PERA KAITO 200 ML,BEBIDAS,nan,4860.00,27,180.00,0.6142,0.6300,2984.83,3061.80
003963,CERVEZA EN LATA AZUL LIGHT SOLERA 250 ML,BODEGON,nan,3576.00,24,149.00,0.8330,0.8300,2978.83,2968.08
001415,PASTA CODO ALLEGRI 1 KG,CESTA BASICA,nan,2168.00,12,180.67,1.3696,1.9000,2969.29,4119.20
003541,SALSA DE MAIZ GRANJA 240 GR,VIVERES,nan,2980.00,20,149.00,0.9951,1.1400,2965.51,3397.20
001660,CEREAL FRISGO AZUCARADO TU CEREAL 240 GR,VIVERES,nan,2628.00,18,146.00,1.1278,1.6800,2963.76,4415.04
001051,CEREAL FRUTY AROS LUNCH MAIZORITOS 6 UND 20 GR,VIVERES,nan,2280.00,24,95.00,1.2960,1.9716,2954.88,4495.18
002172,HARINA DE TRIGO TODO USO MARY 900 GR,CESTA BASICA,nan,2640.00,20,132.00,1.1121,1.5100,2935.91,3986.40
002948,MASA DE PASTELITOS SQUISITOS,REFRIGERADOS Y CONGELADOS,nan,3098.00,1,3098.00,0.9371,1.1202,2903.05,3470.41
003576,DETERGENTE EN POLVO CARICIAS DE BEBE VALE 900 GR,LIMPIEZA,VALEO,2160.00,20,108.00,1.3406,2.3796,2895.79,5139.94
001174,AVENA EN HOJUELAS LASSIE 400 GR,VIVERES,nan,2496.00,24,104.00,1.1500,1.4100,2870.40,3519.36
004284,TOALLAS SANITARIAS NATURALS DELGADA DIA DIVA 8 UND,CUIDADO PERSONAL,nan,3132.00,36,87.00,0.9130,1.1392,2859.38,3567.99
000933,GALLETA MINI SUSY SAVOY NESTLE 25 GR,SIN CATEGORIA,None,3024.00,432,7.00,0.9419,0.4913,2848.23,1485.60
004278,TOALLAS SANITARIAS DELGADAS NOCHE DIVA 10 UND,CUIDADO PERSONAL,nan,2112.00,24,88.00,1.3362,2.0190,2821.97,4264.15
002105,JABON EN BARRA PREMIO 150 GR,LIMPIEZA,nan,5040.00,48,105.00,0.5552,0.4100,2798.36,2066.40
000189,MANZANA VERDE IMPORTADA UND,FRUVER,None,2552.00,1,2552.00,1.0804,1.3300,2757.25,3394.16
004141,JUGO DE NARANJA KAITO 200 ML,BEBIDAS,nan,4050.00,27,150.00,0.6749,0.7000,2733.51,2835.00
002056,VINAGRE ARIAS 1 LT,VIVERES,nan,2460.00,12,205.00,1.1093,1.4400,2728.97,3542.40
001433,MOSTAZA EUREKA 285 GR,VIVERES,nan,2256.00,24,94.00,1.2091,1.7700,2727.73,3993.12
004511,ANTITRANSPIRANTE ROLL-ON CABALLERO GRANJA 90 GR,CUIDADO PERSONAL,nan,3238.00,24,134.92,0.8424,0.8400,2727.65,2719.92
005023,SALSA NAPOLITANA GRANJA 340 GR,VIVERES,nan,3024.00,24,126.00,0.8880,0.9200,2685.39,2782.08
004113,NECTAR DE MANZANA KAITO 200 ML,BEBIDAS,nan,2673.00,27,99.00,1.0000,0.6293,2673.00,1682.12
003929,GALLETAS DE CHOCOLATE TIPO AMERICANO OREO 192 GR,GALLETAS,nan,1960.00,28,70.00,1.3556,2.1804,2656.89,4273.67
004837,LAVAPLATOS EN CREMA LIMON VALE 250 GR,LIMPIEZA,VALEO,2124.00,36,59.00,1.2488,1.8005,2652.35,3824.24
002018,SUAVIZANTE TK 500 ML,LIMPIEZA,nan,2904.00,12,242.00,0.9119,1.0363,2648.10,3009.44
001749,HARINA DE TRIGO TODO USO LA LUCHA 900 GR,CESTA BASICA,nan,2441.00,20,122.05,1.0746,1.2800,2623.20,3124.48
003655,GALLETAS DE VAINILLA FESTIVAL 403 GR,GALLETAS,nan,1680.00,24,70.00,1.5455,2.7684,2596.36,4650.95
003460,PASTA TORNILLO ALLEGRI 1 KG,CESTA BASICA,nan,2592.00,12,216.00,1.0000,1.9000,2592.00,4924.80
000262,PERA UND,FRUVER,None,2540.00,1,2540.00,1.0116,1.5400,2569.36,3911.60
002197,ESPONJA  DOBLE USO ALICLEAN,LIMPIEZA,nan,4800.00,10,480.00,0.5339,0.2560,2562.87,1228.58
003225,PAN ANDINO DOBLE GRANJA 600 GR,PANADERIA,nan,2441.00,1,2441.00,1.0494,1.5000,2561.49,3661.50
004512,ANTITRANSPIRANTE ROLL-ON DAMAS GRANJA 90 GR,CUIDADO PERSONAL,nan,2952.00,24,123.00,0.8623,0.8400,2545.53,2479.68
003823,DETERGENTE EN POLVO EXPERIENCIA CITRICA VALE 400 GR,LIMPIEZA,VALEO,2760.00,40,69.00,0.9200,1.1018,2539.25,3040.97
004094,JUGO DE GUAYABA - PIÑA KAITO 200 ML,BEBIDAS,nan,3240.00,27,120.00,0.7760,0.5400,2514.24,1749.60
000535,MORTADELA ESPECIAL CARACAS 500 GR,CHARCUTERIA,nan,1900.00,10,190.00,1.3172,2.3600,2502.76,4484.00
004147,GALLETAS CHOCOMANIA CALEDONIA 192 GR,GALLETAS,nan,2136.00,24,89.00,1.1670,1.7200,2492.65,3673.92
001221,SALSA DE TOMATE LA CUMBRE 380 GR,VIVERES,nan,2496.00,24,104.00,0.9948,1.2200,2482.98,3045.12
003107,JABON MANZANA HARMONY 75 GR,CUIDADO PERSONAL,nan,5760.00,72,80.00,0.4304,0.4546,2479.02,2618.32
004280,TOALLAS SANITARIAS DELGADAS DIA DIVA 10 UND,CUIDADO PERSONAL,nan,2088.00,24,87.00,1.1784,1.6491,2460.53,3443.38
001400,GALLETA TIP TOP CHOCO MANI 96 GR,SIN CATEGORIA,None,3072.00,48,64.00,0.7966,0.8383,2447.30,2575.22
000898,SOPA CASERA DE POLLO MAGGI 62 GR,VIVERES,nan,3240.00,72,45.00,0.7537,0.9600,2441.91,3110.40
001030,CEREAL CHOCOLATE FLIPS 220 GR,VIVERES,nan,1248.00,24,52.00,1.9565,2.8505,2441.70,3557.48
001364,PASTA PLUMA PREMIUM CAPRI 1 KG,CESTA BASICA,nan,1773.00,12,147.75,1.3707,1.8300,2430.17,3244.59
005024,SALSA PARA PIZZA GRANJA 340 GR,VIVERES,nan,2712.00,24,113.00,0.8847,0.9200,2399.35,2495.04
004801,CARNE MOLIDA PREMIUM GRANJA BANDEJA 500 GR,CARNICERIA,nan,510.00,1,510.00,4.6722,6.1000,2382.84,3111.00
002454,TOALLAS SANITARIAS NOCTURNA KOTEX 8 UND,CUIDADO PERSONAL,nan,1896.00,24,79.00,1.2560,1.8892,2381.38,3581.89
002867,LECHE CONDENSADA CAMPONESA 395 GR,REPOSTERIA,None,1188.00,27,44.00,2.0000,2.4600,2376.00,2922.48
002289,BEBIDA EN POLVO DE PIÑA COLADA TANG 20 GR,BEBIDAS,nan,2400.00,15,160.00,0.9797,0.4484,2351.25,1076.05
003229,PAN DE NARANJA DOBLE GRANJA 600 GR,PANADERIA,nan,2341.00,1,2341.00,1.0000,1.3000,2341.00,3043.30
003108,JABON UVA HARMONY 75 GR,CUIDADO PERSONAL,nan,5616.00,72,78.00,0.4157,0.4533,2334.66,2546.00
000774,CIGARROS BELMONT 20 UND,MISCELANEOS,None,1380.00,10,138.00,1.6893,3.1400,2331.24,4333.20
000872,SOPA DE COSTILLA CON PASTA MAGGI 50 GR,VIVERES,nan,2736.00,72,38.00,0.8500,0.9600,2325.60,2626.56
004099,JUGO DE DURAZNO KAITO 200 ML,BEBIDAS,nan,4023.00,27,149.00,0.5768,0.6299,2320.54,2534.11
004137,AFEITADORA AZUL 2 HOJILLAS DORCO,CUIDADO PERSONAL,nan,5500.00,100,55.00,0.4183,0.2663,2300.68,1464.53
005143,NECTAR DE DURAZNO GRANJA 200 ML,BEBIDAS,nan,2673.00,27,99.00,0.8561,0.4700,2288.35,1256.31
000499,DETERGENTE EN POLVO PREMIO 800 GR,LIMPIEZA,nan,1950.00,25,78.00,1.1670,1.8009,2275.74,3511.73
002394,JABON ANTIBACTERIAL LIMPIEZA PROFUNDA PROTEX 110 GR,CUIDADO PERSONAL,nan,3240.00,72,45.00,0.7020,1.3693,2274.35,4436.60
002191,DETERGENTE EN POLVO SUAVIZANTE ALIVE 500 GR,LIMPIEZA,nan,3912.00,24,163.00,0.5800,1.1700,2268.96,4577.04
001750,CARAOTAS NEGRAS LA LUCHA 400 GR,CESTA BASICA,nan,2160.00,24,90.00,1.0500,1.2900,2268.00,2786.40
002833,GALLETAS SANDWICH DE CHOCOLATE RENATA 112 GR,GALLETAS,nan,3168.00,36,88.00,0.7069,0.6700,2239.53,2122.56
001262,PASTA CODO JET RONCO 500 GR,CESTA BASICA,nan,2227.00,24,92.79,1.0049,1.1600,2237.83,2583.32
002090,COMPOTA DE FRUTAS MIXTAS OSOLE 100 GR,INFANTIL,nan,3648.00,24,152.00,0.6121,0.5697,2233.11,2078.19
001487,MANTEQUILLA CON SAL PURISIMA EL TUNAL 200 GR,CESTA BASICA,nan,716.00,18,39.78,3.1103,5.6600,2227.01,4052.56
001497,SALSA COMBO IBERIA 300 ML,VIVERES,nan,440.00,4,110.00,5.0582,7.3296,2225.60,3225.01
003385,SALSA KETCHUP ENDIABLADO UNDERWOOD 380 GR,VIVERES,nan,1524.00,24,63.50,1.4522,2.2087,2213.11,3365.99
004386,CREMA DE PEINAR HIDRATACION PROFUNDA GRANJA 240 ML,CUIDADO PERSONAL,nan,1716.00,12,143.00,1.2743,1.6300,2186.72,2797.08
001892,BEBIDA SABOR NARANJA JUSTY 1.5 LT,BEBIDAS,nan,2820.00,12,235.00,0.7715,0.9100,2175.67,2566.20
003781,BEBIDA EN POLVO DE PARCHITA TANDY 25 GR,BEBIDAS,nan,2160.00,120,18.00,1.0000,0.1900,2160.00,410.40
001485,LECHE LIQUIDA DESLACTOSADA PURISIMA 1 LT,CESTA BASICA,nan,1140.00,12,95.00,1.8758,3.0500,2138.39,3477.00
005030,SALSA PEPPERONI GRANJA 340 GR,VIVERES,nan,2256.00,24,94.00,0.9471,1.0200,2136.56,2301.12
001120,GALLETAS MARILU CHOCO-VAINILLA PUIG 216 GR,GALLETAS,nan,1776.00,24,74.00,1.1994,1.7088,2130.09,3034.78
001412,HARINA DE TRIGO TODO USO DULCE MAR 1 KG,CESTA BASICA,nan,2020.00,10,202.00,1.0543,1.2400,2129.66,2504.80
001074,PASTA DEDAL RONCO 1 KG,SIN CATEGORIA,None,1433.00,10,143.30,1.4750,2.2400,2113.68,3209.92
004525,CHULETA RES CON HUESO GRANJA BANDEJA 1 KG,CARNICERIA,nan,175.00,1,175.00,11.9900,12.2000,2098.25,2135.00
001953,GELATINA DE UVA FRUXI 40 GR,REPOSTERIA,nan,2592.00,72,36.00,0.8077,0.7900,2093.63,2047.68
004118,PASTA CARACOL PREMIUM SINDONI 1 KG,CESTA BASICA,nan,1389.00,12,115.75,1.5056,1.8700,2091.28,2597.43
004799,JUGO DE MANZANA 100% KAITO 200 ML,BEBIDAS,nan,3105.00,27,115.00,0.6722,0.7500,2087.24,2328.75
001035,MAIZINA AMERICANA ALFONZO RIVAS 90 GR,VIVERES,nan,3150.00,50,63.00,0.6566,0.7210,2068.31,2271.27
000889,CERELAC SACHET NESTLE 100 GR,INFANTIL,nan,1760.00,80,22.00,1.1697,1.6600,2058.70,2921.60
002121,BEBIDA ACHOCOLATADA LANDOR 200 GR,VIVERES,nan,1980.00,30,66.00,1.0383,1.3288,2055.93,2630.96
002840,GALLETA SANDWICH CHOCO/VAINILLA RENATA 112 GR,SIN CATEGORIA,None,3060.00,36,85.00,0.6715,0.6708,2054.89,2052.72
000257,NATILLA GRANJA 500 GR,REFRIGERADOS Y CONGELADOS,None,1827.00,1,1827.00,1.1221,1.4800,2050.04,2703.96
002063,MAIZ DULCE EN GRANO ARIAS 220 GR,VIVERES,nan,1620.00,12,135.00,1.2625,1.7500,2045.25,2835.00
005075,GALLETAS CLUB SOCIAL INTEGRAL NABISCO 234 GR,GALLETAS,nan,1380.00,20,69.00,1.4774,2.4586,2038.81,3392.92
001443,DORITOS MEGA QUESO FRITO LAY 150 GR,CONFITERIA,nan,1260.00,20,63.00,1.6173,2.4600,2037.86,3099.60
001951,GELATINA DE FRESA FRUXI 40 GR,REPOSTERIA,nan,2592.00,72,36.00,0.7861,0.7900,2037.48,2047.68
002202,DETERGENTE EN POLVO LIMON ALIVE 500 GR,LIMPIEZA,nan,3504.00,24,146.00,0.5800,1.1749,2032.32,4117.02
002016,DESENGRASANTE TK 1 LT,LIMPIEZA,nan,1886.00,12,157.17,1.0775,1.4800,2032.17,2791.28
005021,GELATINA SABOR A CEREZA GRANJA 96 GR,REPOSTERIA,nan,1960.00,40,49.00,1.0359,1.2200,2030.42,2391.20
003577,DETERGENTE EN POLVO MAXIMO PODER VALE 900 GR,LIMPIEZA,VALEO,1540.00,20,77.00,1.3166,2.3796,2027.55,3664.55
005020,GELATINA SABOR A FRAMBUESA GRANJA 96 GR,REPOSTERIA,nan,1960.00,40,49.00,1.0339,1.2200,2026.51,2391.20
003351,CREMA DENTAL CARBON ACTIVADO LUMINOUS WHITE COLGATE 75 ML,CUIDADO PERSONAL,nan,912.00,48,19.00,2.2000,4.3195,2006.40,3939.41
000885,CERELAC SACHET NESTLE 400 GR,INFANTIL,nan,768.00,24,32.00,2.5844,5.2500,1984.85,4032.00
001494,SABROSEADOR IBERIA 180 GR,SIN CATEGORIA,None,1008.00,24,42.00,1.9683,2.6005,1984.00,2621.26
000901,CUBITOS CALDO DE POLLO MAGGI 12 UND 138 GR,VIVERES,nan,1984.00,32,62.00,1.0000,2.5000,1984.00,4960.00
001856,LECHE CONDENSADA NATULAC 340 GR,REPOSTERIA,None,1464.00,24,61.00,1.3533,2.4000,1981.24,3513.60
002095,COMPOTA DE DURAZNO OSOLE 100 GR,INFANTIL,nan,3504.00,24,146.00,0.5645,0.5698,1978.13,1996.45
002449,TOALLAS SANITARIAS DIURNA KOTEX 10 UND,CUIDADO PERSONAL,nan,2016.00,48,42.00,0.9807,1.2911,1977.07,2602.87
001147,GALLETA MARILU MINI CHOCOLATE PUIG 100 GR,SIN CATEGORIA,None,2376.00,24,99.00,0.8304,0.9304,1973.07,2210.56
002310,GALLETAS DE SODA PREMIUM 156 GR,GALLETAS,nan,1944.00,24,81.00,1.0121,1.3704,1967.48,2664.09
003784,BEBIDA EN POLVO DE FRUIT PUNCH TANDY 25 GR,BEBIDAS,nan,2040.00,15,136.00,0.9642,0.1900,1966.90,387.60
000936,CHOCOLATE GALAK 30 GR,CONFITERIA,nan,2304.00,288,8.00,0.8439,1.0000,1944.33,2304.00
001954,GELATINA DE PIÑA FRUXI 40 GR,REPOSTERIA,nan,2448.00,72,34.00,0.7913,0.7900,1937.11,1933.92
001305,PAN BLANCO HOLSUM 420 GR,PANADERIA,nan,1919.00,1,1919.00,1.0086,1.3100,1935.45,2513.89
000778,CIGARROS VICEROY 20 UND,MISCELANEOS,None,1530.00,10,153.00,1.2633,2.0000,1932.90,3060.00
003782,BEBIDA EN POLVO DE UVA TANDY 25 GR,BEBIDAS,nan,1920.00,120,16.00,1.0000,0.1900,1920.00,364.80
002087,COMPOTA DE MANZANA OSOLE 100 GR,INFANTIL,nan,2880.00,24,120.00,0.6665,0.5696,1919.39,1640.41
002260,PAÑITO AMARILLO,LIMPIEZA,nan,2520.00,12,210.00,0.7614,0.7200,1918.61,1814.40
